Transaction_ID,Product,Category,Quantity,Unit_Price,Date,Store
31,Tablet,Gadgets,8,564.9556361992431,2022-09-21,Store_A
32,Mobile,Accessories,1,445.3502907874972,2022-02-16,Store_A
33,Tablet,Accessories,5,759.3857069299307,2022-05-10,Store_A
34,Laptop,Accessories,4,713.8117496369125,2022-11-27,Store_C
35,Charger,Gadgets,2,871.6429251527604,2022-09-02,Store_C
36,Charger,Electronics,4,877.8931271568748,2022-02-08,Store_C
37,Tablet,Accessories,6,406.3890458455435,2022-10-26,Store_A
38,Mobile,Electronics,2,602.7021299412078,2022-04-07,Store_B
39,Laptop,Accessories,6,925.3805799110169,2022-08-12,Store_B
40,Laptop,Electronics,6,51.40668587895231,2022-03-01,Store_B
41,Headphones,Accessories,2,88.23157414314188,2022-04-22,Store_A
42,Tablet,Electronics,3,675.2618125253647,2022-10-11,Store_B
43,Headphones,Electronics,8,694.6170176771892,2022-05-12,Store_B
44,Tablet,Accessories,4,298.70711647661955,2022-05-07,Store_B
45,Headphones,Electronics,6,530.2825383876152,2022-05-16,Store_A
46,Mobile,Accessories,2,10.842136029232938,2022-05-04,Store_C
47,Tablet,Accessories,7,288.8811452101162,2022-05-21,Store_B
48,Charger,Gadgets,8,605.3374239398964,2022-09-15,Store_B
49,Tablet,Accessories,8,383.001895137328,2022-05-04,Store_C
50,Charger,Electronics,7,494.806958401497,2022-11-24,Store_C
51,Headphones,Electronics,9,934.1382975079749,2022-06-22,Store_A
52,Headphones,Gadgets,7,65.3878403671919,2022-01-18,Store_C
53,Mobile,Gadgets,1,512.4923367755645,2022-06-10,Store_A
54,Charger,Accessories,2,586.1765950289584,2022-04-01,Store_B
55,Mobile,Electronics,1,664.6793115096036,2022-06-01,Store_B
56,Laptop,Gadgets,9,748.309472186974,2022-02-19,Store_A
57,Charger,Electronics,8,156.1212392472193,2022-05-03,Store_A
58,Tablet,Gadgets,6,923.7724191555905,2022-01-04,Store_B
59,Charger,Electronics,2,419.76901170120254,2022-03-11,Store_C
60,Headphones,Electronics,2,494.07866148373824,2022-01-08,Store_B
61,Mobile,Gadgets,2,665.3212278057235,2022-06-10,Store_A
62,Laptop,Electronics,9,535.2336134749189,2022-01-11,Store_B
63,Mobile,Accessories,6,428.1201388483075,2022-03-12,Store_C
64,Laptop,Accessories,7,675.9495576356155,2022-11-24,Store_C
65,Headphones,Electronics,8,673.8356369079696,2022-12-03,Store_A
66,Mobile,Accessories,5,230.42776452750513,2022-10-03,Store_C
67,Tablet,Electronics,2,431.53908899126736,2022-04-04,Store_B
68,Tablet,Accessories,2,29.10702555782735,2022-03-15,Store_A
69,Mobile,Gadgets,8,462.8737364501744,2022-04-21,Store_C
70,Mobile,Electronics,5,891.9041208339395,2022-02-19,Store_A
71,Laptop,Electronics,6,645.1794391673384,2022-12-15,Store_C
72,Mobile,Accessories,9,894.197357716486,2022-10-27,Store_A
73,Laptop,Gadgets,5,17.19803577693078,2022-02-05,Store_C
74,Mobile,Electronics,8,776.3490304404088,2022-11-23,Store_A
75,Mobile,Gadgets,8,788.3521760028559,2022-12-09,Store_A
76,Charger,Electronics,9,399.0916945262428,2022-12-03,Store_C
77,Laptop,Accessories,2,370.9108295745705,2022-04-17,Store_A
78,Headphones,Accessories,6,919.4159963553212,2022-01-23,Store_C
79,Tablet,Gadgets,7,543.8885869425618,2022-01-07,Store_A
80,Laptop,Accessories,8,460.79245700725625,2022-04-15,Store_C
81,Mobile,Gadgets,7,340.5600243996671,2022-11-20,Store_A
82,Tablet,Accessories,2,649.1805146197979,2022-09-09,Store_C
83,Mobile,Gadgets,4,787.1328381060165,2022-09-03,Store_C
84,Headphones,Accessories,7,907.7328163254346,2022-04-03,Store_B
85,Laptop,Gadgets,6,72.40310420471604,2022-12-14,Store_B
86,Laptop,Accessories,7,772.9543431422135,2022-01-09,Store_A
87,Mobile,Gadgets,4,765.3672415242373,2022-09-20,Store_A
88,Mobile,Electronics,3,586.4254016131277,2022-09-27,Store_B
89,Laptop,Gadgets,3,241.90625923803492,2022-03-25,Store_C
90,Mobile,Accessories,1,689.1557809755158,2022-05-04,Store_A
91,Laptop,Accessories,2,378.63992934817907,2022-01-05,Store_C
92,Charger,Electronics,9,304.65126176761686,2022-04-14,Store_C
93,Headphones,Accessories,7,372.9946798496294,2022-12-23,Store_A
94,Laptop,Electronics,7,393.2131918579417,2022-10-14,Store_A
95,Headphones,Gadgets,5,715.6282654394056,2022-12-25,Store_C
96,Headphones,Accessories,6,855.2119104300568,2022-01-25,Store_C
97,Charger,Electronics,8,340.2037105269458,2022-06-15,Store_A
98,Laptop,Electronics,3,144.55933390959646,2022-10-17,Store_A
99,Mobile,Accessories,3,591.3674091087779,2022-10-23,Store_C
100,Mobile,Electronics,1,492.8247915102089,2022-06-20,Store_C
101,Laptop,Electronics,5,573.5979006877916,2022-02-09,Store_C
102,Laptop,Gadgets,2,185.66858110315485,2022-01-05,Store_A
103,Headphones,Gadgets,9,440.59066156040717,2022-12-26,Store_C
104,Headphones,Gadgets,4,800.915359633884,2022-07-22,Store_A
105,Tablet,Electronics,9,338.495706005038,2022-08-25,Store_B
106,Headphones,Accessories,5,463.1543283044099,2022-09-16,Store_C
107,Laptop,Gadgets,4,183.35212304781177,2022-10-19,Store_C
108,Tablet,Accessories,4,862.5842554393464,2022-09-23,Store_A
109,Headphones,Gadgets,1,551.6481444243983,2022-12-07,Store_A
110,Mobile,Electronics,1,330.08540570654964,2022-10-02,Store_B
111,Headphones,Gadgets,5,205.29455926780955,2022-07-13,Store_A
112,Headphones,Accessories,7,506.3882037990657,2022-09-25,Store_B
113,Headphones,Electronics,1,36.57621245042357,2022-04-19,Store_C
114,Headphones,Accessories,3,538.0007147759294,2022-04-11,Store_C
115,Charger,Electronics,3,669.5271196972903,2022-07-04,Store_A
116,Laptop,Accessories,8,105.10191532112846,2022-07-06,Store_A
117,Tablet,Gadgets,8,308.0498417127746,2022-08-12,Store_B
118,Laptop,Electronics,5,762.2407850671464,2022-01-12,Store_A
119,Headphones,Accessories,3,441.10016034793966,2022-09-21,Store_C
120,Mobile,Electronics,7,616.8976467967155,2022-11-23,Store_C
121,Tablet,Accessories,1,900.8444286019434,2022-12-06,Store_A
122,Laptop,Accessories,3,229.91159813971353,2022-09-03,Store_C
123,Mobile,Electronics,7,477.5110077309918,2022-12-20,Store_C
124,Headphones,Gadgets,9,261.21708298941667,2022-10-24,Store_C
125,Mobile,Electronics,6,80.23819651898981,2022-06-20,Store_C
126,Laptop,Gadgets,1,996.976733728467,2022-05-22,Store_A
127,Tablet,Accessories,2,529.0262293614106,2022-04-04,Store_A
128,Laptop,Electronics,8,900.5913462214578,2022-08-10,Store_A
129,Mobile,Electronics,5,518.1472173521531,2022-10-10,Store_B
130,Mobile,Gadgets,9,796.9451869042051,2022-08-04,Store_C
131,Laptop,Gadgets,1,243.22350376772067,2022-11-19,Store_A
132,Laptop,Electronics,7,465.45300626722445,2022-04-10,Store_C
133,Laptop,Electronics,2,425.1493390114319,2022-11-14,Store_C
134,Mobile,Accessories,4,44.94903764270009,2022-08-08,Store_A
135,Charger,Electronics,1,825.6364785089086,2022-06-02,Store_A
136,Laptop,Electronics,7,50.54717480236971,2022-03-03,Store_A
137,Headphones,Electronics,1,228.90263855748196,2022-09-02,Store_A
138,Mobile,Accessories,5,647.1213784428093,2022-06-09,Store_B
139,Charger,Gadgets,4,93.73524980488872,2022-05-01,Store_A
140,Tablet,Electronics,6,409.7860491771013,2022-12-03,Store_B
141,Charger,Electronics,5,935.273166083625,2022-06-22,Store_B
142,Tablet,Accessories,7,579.2802214605751,2022-01-09,Store_C
143,Charger,Electronics,9,524.6212612316675,2022-02-18,Store_B
144,Mobile,Gadgets,2,135.79198330339642,2022-01-04,Store_C
145,Headphones,Accessories,6,328.8045610090378,2022-09-09,Store_B
146,Mobile,Accessories,6,702.8036680802867,2022-05-05,Store_A
147,Charger,Electronics,8,185.85193553196007,2022-01-26,Store_C
148,Charger,Electronics,5,505.4463098176888,2022-04-08,Store_C
149,Tablet,Gadgets,5,494.42728789976445,2022-04-19,Store_A
150,Laptop,Accessories,4,199.51126023953208,2022-02-02,Store_C
151,Mobile,Accessories,9,466.2654585756617,2022-03-18,Store_B
152,Tablet,Accessories,3,10.616653740775762,2022-05-03,Store_C
153,Charger,Accessories,8,86.34165401638569,2022-06-06,Store_C
154,Charger,Accessories,4,481.46933464309467,2022-06-03,Store_C
155,Laptop,Gadgets,1,871.5427924088485,2022-12-22,Store_B
156,Mobile,Gadgets,5,29.811010900185224,2022-08-08,Store_B
157,Charger,Gadgets,7,792.5451283363333,2022-12-23,Store_A
158,Headphones,Accessories,1,297.08506768697805,2022-02-07,Store_B
159,Laptop,Gadgets,7,927.0549342155931,2022-08-19,Store_B
160,Laptop,Accessories,5,929.7442005099578,2022-12-20,Store_A
161,Tablet,Gadgets,8,234.40474861538627,2022-02-10,Store_C
162,Tablet,Electronics,2,87.57878229121471,2022-06-10,Store_B
163,Tablet,Electronics,2,451.92067239445714,2022-10-19,Store_C
164,Charger,Accessories,3,222.53801451050148,2022-01-10,Store_A
165,Laptop,Gadgets,2,55.95027996263969,2022-12-18,Store_B
166,Mobile,Electronics,7,616.7695015212386,2022-10-27,Store_C
167,Headphones,Accessories,1,340.3243960375014,2022-01-23,Store_A
168,Charger,Electronics,1,507.15661064774855,2022-01-11,Store_B
169,Charger,Electronics,5,377.51357597875227,2022-05-25,Store_B
170,Mobile,Accessories,7,867.2257546134018,2022-05-04,Store_B
171,Charger,Electronics,1,752.3860672601232,2022-04-09,Store_B
172,Mobile,Electronics,1,755.6935811650851,2022-09-15,Store_A
173,Mobile,Accessories,6,253.65041700826356,2022-08-01,Store_B
174,Laptop,Accessories,3,110.98442499420153,2022-04-09,Store_C
175,Charger,Accessories,9,129.52905400543972,2022-08-24,Store_B
176,Charger,Electronics,3,543.7009334733591,2022-11-18,Store_B
177,Headphones,Gadgets,3,813.0756462185548,2022-09-21,Store_C
178,Mobile,Accessories,6,890.1704816972548,2022-08-01,Store_B
179,Headphones,Gadgets,1,332.7875135339344,2022-12-05,Store_A
180,Headphones,Gadgets,9,460.16980053175655,2022-10-01,Store_B
181,Headphones,Electronics,7,52.59398047212362,2022-11-15,Store_A
182,Tablet,Accessories,2,104.95084058899326,2022-07-21,Store_A
183,Laptop,Electronics,6,573.7203743057289,2022-03-05,Store_B
184,Mobile,Accessories,3,812.6858258093856,2022-07-04,Store_B
185,Charger,Accessories,4,518.6374547860439,2022-11-20,Store_B
186,Tablet,Gadgets,3,650.5970780096964,2022-08-09,Store_A
187,Tablet,Electronics,9,745.8302764189815,2022-06-01,Store_C
188,Tablet,Gadgets,8,831.9857186449724,2022-09-16,Store_A
189,Charger,Electronics,2,503.12193642820154,2022-06-12,Store_B
190,Tablet,Gadgets,1,290.33084679250913,2022-05-08,Store_B
191,Tablet,Accessories,2,141.48546244807275,2022-11-11,Store_C
192,Charger,Accessories,4,707.1505572427156,2022-05-15,Store_A
193,Laptop,Accessories,3,769.4597570446605,2022-02-20,Store_B
194,Tablet,Electronics,2,331.71371211518505,2022-04-10,Store_A
195,Mobile,Accessories,9,408.47551818675817,2022-03-22,Store_C
196,Laptop,Electronics,2,691.8757123252308,2022-03-20,Store_C
197,Charger,Gadgets,1,898.4564896121268,2022-06-27,Store_A
198,Laptop,Gadgets,2,632.6087766339681,2022-12-24,Store_A
199,Laptop,Gadgets,8,895.66881021002,2022-03-14,Store_C
200,Headphones,Accessories,9,884.180121565533,2022-08-02,Store_A
201,Charger,Electronics,8,738.4909355349196,2022-07-11,Store_A
202,Laptop,Accessories,9,590.1839491620876,2022-06-17,Store_A
203,Charger,Accessories,7,252.06661917499758,2022-12-17,Store_C
204,Tablet,Accessories,3,82.28966523488987,2022-11-04,Store_B
205,Charger,Electronics,1,321.46783992836015,2022-11-18,Store_B
206,Laptop,Electronics,2,859.8780156397266,2022-11-10,Store_A
207,Charger,Accessories,5,646.5135025310182,2022-10-07,Store_C
208,Headphones,Accessories,4,445.7012986154771,2022-07-08,Store_A
209,Headphones,Electronics,4,748.1324453044681,2022-09-14,Store_B
210,Headphones,Accessories,6,673.6166707664213,2022-09-08,Store_B
211,Charger,Electronics,1,798.542917036962,2022-01-25,Store_A
212,Laptop,Gadgets,1,927.7416652351294,2022-07-25,Store_A
213,Tablet,Gadgets,7,436.0518872455543,2022-10-09,Store_A
214,Mobile,Accessories,3,869.5904257209819,2022-04-07,Store_B
215,Tablet,Electronics,4,13.555524677861616,2022-02-08,Store_C
216,Headphones,Electronics,7,712.0601315600803,2022-05-26,Store_B
217,Laptop,Accessories,2,390.2378030844767,2022-03-17,Store_C
218,Charger,Accessories,4,586.0569178555644,2022-09-19,Store_C
219,Charger,Electronics,5,496.0793454910892,2022-08-25,Store_A
220,Laptop,Gadgets,5,596.4785258655043,2022-05-05,Store_C
221,Laptop,Accessories,6,613.1294376850985,2022-02-24,Store_B
222,Headphones,Electronics,6,286.8252162604966,2022-07-26,Store_B
223,Headphones,Gadgets,7,284.889123724984,2022-05-02,Store_A
224,Laptop,Accessories,8,136.25806188388486,2022-06-26,Store_C
225,Headphones,Gadgets,4,577.4188553032237,2022-08-02,Store_B
226,Mobile,Gadgets,7,68.67683055591829,2022-04-22,Store_B
227,Charger,Accessories,5,959.3744625012176,2022-08-20,Store_A
228,Headphones,Electronics,7,318.48819869886256,2022-07-23,Store_A
229,Headphones,Electronics,5,187.72940440732296,2022-08-10,Store_C
230,Headphones,Electronics,7,430.18947495656954,2022-02-10,Store_C
231,Laptop,Gadgets,5,698.8570453632873,2022-07-01,Store_A
232,Mobile,Gadgets,1,72.2017617285037,2022-04-25,Store_A
233,Headphones,Gadgets,1,207.6346491340348,2022-05-18,Store_C
234,Mobile,Accessories,4,683.3632009695934,2022-05-22,Store_C
235,Mobile,Accessories,7,861.2227589201395,2022-01-04,Store_A
236,Laptop,Accessories,5,368.5377054323519,2022-11-02,Store_A
237,Headphones,Gadgets,2,185.73199991907921,2022-05-05,Store_B
238,Mobile,Accessories,8,415.83619601685706,2022-05-17,Store_A
239,Headphones,Accessories,3,188.40447473827163,2022-01-16,Store_B
240,Headphones,Gadgets,4,971.7169244082937,2022-11-14,Store_A
241,Tablet,Gadgets,1,388.4894929815976,2022-09-12,Store_A
242,Charger,Gadgets,6,555.6123486543988,2022-05-07,Store_A
243,Headphones,Electronics,8,217.50761539551945,2022-10-16,Store_A
244,Laptop,Accessories,5,908.9109212072375,2022-04-20,Store_B
245,Charger,Accessories,3,517.5181675107203,2022-03-18,Store_C
246,Laptop,Gadgets,5,593.4048882067617,2022-11-03,Store_C
247,Laptop,Gadgets,8,888.8161410203494,2022-02-12,Store_C
248,Laptop,Electronics,2,174.6395521100053,2022-04-13,Store_B
249,Tablet,Accessories,4,167.69006541825343,2022-05-27,Store_A
250,Charger,Gadgets,1,81.16561603411766,2022-02-18,Store_C
251,Laptop,Electronics,5,935.0134796587715,2022-01-08,Store_A
252,Tablet,Accessories,8,396.68500737851593,2022-09-27,Store_A
253,Charger,Gadgets,8,302.8770276117909,2022-05-04,Store_B
254,Laptop,Accessories,3,263.96867790901865,2022-06-07,Store_B
255,Laptop,Electronics,7,867.8461515742724,2022-04-03,Store_B
256,Headphones,Accessories,4,980.777592976997,2022-10-09,Store_C
257,Charger,Electronics,6,668.9810541753079,2022-02-05,Store_A
258,Mobile,Gadgets,9,802.8274281670267,2022-11-01,Store_C
259,Laptop,Electronics,3,636.8834355669597,2022-09-14,Store_A
260,Laptop,Gadgets,4,435.99000181597484,2022-04-10,Store_C
261,Laptop,Electronics,1,734.437708100701,2022-06-06,Store_A
262,Headphones,Accessories,6,869.939901854156,2022-02-08,Store_A
263,Headphones,Gadgets,1,587.1130028184391,2022-09-23,Store_A
264,Headphones,Electronics,5,732.1954505806614,2022-05-08,Store_C
265,Charger,Accessories,4,732.6760429886488,2022-04-22,Store_C
266,Tablet,Accessories,9,73.41163590104514,2022-12-13,Store_C
267,Charger,Electronics,8,668.6842470397968,2022-04-07,Store_C
268,Tablet,Accessories,1,683.0430270420558,2022-05-08,Store_C
269,Mobile,Gadgets,4,545.9752570241451,2022-04-01,Store_B
270,Charger,Accessories,2,309.31103633110337,2022-06-12,Store_C
271,Laptop,Accessories,6,297.48859624335415,2022-10-20,Store_B
272,Mobile,Electronics,2,605.6869387347982,2022-08-22,Store_A
273,Laptop,Gadgets,7,843.8828605189639,2022-06-09,Store_B
274,Tablet,Electronics,6,272.8940080876875,2022-12-15,Store_C
275,Headphones,Gadgets,9,766.196603326802,2022-01-09,Store_A
276,Tablet,Gadgets,6,504.55384136297494,2022-04-07,Store_C
277,Charger,Accessories,8,364.04930377010334,2022-10-11,Store_A
278,Mobile,Accessories,3,762.7695392751004,2022-04-03,Store_B
279,Mobile,Accessories,6,508.62575731117647,2022-12-24,Store_C
280,Mobile,Accessories,3,951.7158534406651,2022-01-20,Store_A
281,Tablet,Electronics,8,542.4785735570571,2022-11-15,Store_C
282,Charger,Electronics,1,229.68422870839345,2022-01-20,Store_A
283,Headphones,Gadgets,7,151.81521284888666,2022-07-02,Store_A
284,Mobile,Accessories,2,85.46484261446844,2022-12-26,Store_B
285,Headphones,Gadgets,1,450.37863510934375,2022-03-14,Store_C
286,Mobile,Electronics,8,640.625644038901,2022-10-05,Store_B
287,Mobile,Accessories,8,303.48723524629696,2022-10-18,Store_A
288,Tablet,Accessories,5,282.0615915044265,2022-04-03,Store_A
289,Laptop,Accessories,1,785.2806891329982,2022-05-14,Store_A
290,Mobile,Electronics,4,980.7266709452796,2022-10-16,Store_C
291,Laptop,Gadgets,6,510.65819962085544,2022-08-05,Store_A
292,Tablet,Accessories,3,956.6899529359437,2022-10-05,Store_B
293,Mobile,Accessories,1,73.93526340192058,2022-02-19,Store_B
294,Charger,Gadgets,4,565.9247926775612,2022-08-03,Store_C
295,Mobile,Gadgets,8,905.5531869116204,2022-04-10,Store_A
296,Mobile,Gadgets,8,513.5346863615325,2022-11-24,Store_A
297,Charger,Accessories,6,505.16611223922786,2022-11-23,Store_A
298,Charger,Accessories,9,583.9358360276909,2022-07-13,Store_B
299,Mobile,Accessories,8,384.73559188870183,2022-03-27,Store_C
300,Headphones,Gadgets,3,523.9970800924367,2022-04-07,Store_B
301,Tablet,Accessories,4,148.7844480219966,2022-01-16,Store_A
302,Headphones,Electronics,1,730.5019110613447,2022-11-09,Store_C
303,Mobile,Accessories,2,26.249733419418302,2022-01-11,Store_B
304,Laptop,Gadgets,3,224.30226272009932,2022-12-14,Store_A
305,Charger,Electronics,8,948.2462676063155,2022-08-07,Store_C
306,Charger,Gadgets,1,459.37111821100075,2022-06-16,Store_B
307,Laptop,Accessories,3,576.3496064906536,2022-10-07,Store_A
308,Tablet,Electronics,4,747.0867640231407,2022-06-12,Store_C
309,Tablet,Accessories,3,153.94767107466828,2022-03-08,Store_B
310,Mobile,Gadgets,9,993.0750499877595,2022-02-10,Store_A
311,Mobile,Accessories,1,427.98709954123257,2022-03-19,Store_C
312,Charger,Accessories,3,10.019827254813945,2022-06-23,Store_A
313,Laptop,Gadgets,5,797.1203873159451,2022-05-19,Store_A
314,Laptop,Gadgets,5,88.44720182235118,2022-03-02,Store_C
315,Headphones,Accessories,1,476.2969677421688,2022-01-10,Store_A
316,Tablet,Gadgets,6,241.9177123289475,2022-01-03,Store_C
317,Tablet,Accessories,1,174.03715752779823,2022-09-20,Store_C
318,Mobile,Accessories,9,225.92106749506988,2022-11-17,Store_C
319,Mobile,Electronics,2,673.430135410072,2022-11-25,Store_B
320,Tablet,Accessories,9,596.9353527560398,2022-09-02,Store_A
321,Headphones,Accessories,1,74.29344181667348,2022-01-06,Store_A
322,Mobile,Gadgets,3,735.6785604857525,2022-09-03,Store_A
323,Mobile,Electronics,6,546.5860292212906,2022-04-15,Store_C
324,Headphones,Electronics,4,96.83737591832212,2022-06-12,Store_C
325,Charger,Electronics,9,416.441437826982,2022-04-25,Store_C
326,Tablet,Accessories,8,669.8324002008659,2022-07-21,Store_B
327,Laptop,Electronics,9,199.15870835888694,2022-07-20,Store_B
328,Laptop,Electronics,7,682.3492607205762,2022-07-03,Store_A
329,Laptop,Gadgets,5,273.37684478206705,2022-07-06,Store_A
330,Laptop,Gadgets,5,766.6159562475085,2022-12-06,Store_C
331,Laptop,Accessories,8,39.88048757391881,2022-10-05,Store_A
332,Charger,Accessories,8,614.3572147546022,2022-07-14,Store_C
333,Tablet,Accessories,5,971.7238587725125,2022-06-18,Store_A
334,Mobile,Gadgets,4,184.09150373143405,2022-04-14,Store_C
335,Laptop,Electronics,5,891.8522187658008,2022-04-27,Store_A
336,Headphones,Electronics,8,610.9781385132466,2022-09-26,Store_B
337,Laptop,Electronics,7,598.1413158995075,2022-06-14,Store_A
338,Charger,Gadgets,3,652.694793424188,2022-06-23,Store_A
339,Tablet,Gadgets,8,992.4932247900335,2022-01-26,Store_B
340,Headphones,Gadgets,5,97.39413804785863,2022-08-06,Store_B
341,Laptop,Gadgets,2,171.9320342112217,2022-02-06,Store_A
342,Charger,Electronics,3,616.5683544862089,2022-07-13,Store_B
343,Laptop,Electronics,7,812.2278479733923,2022-11-11,Store_B
344,Laptop,Gadgets,5,51.25369237924869,2022-12-23,Store_B
345,Headphones,Gadgets,3,889.237380023324,2022-09-08,Store_C
346,Charger,Electronics,8,164.677860487513,2022-06-16,Store_C
347,Tablet,Accessories,4,563.7682168676148,2022-12-11,Store_B
348,Charger,Accessories,1,769.0253227360101,2022-04-11,Store_C
349,Tablet,Gadgets,8,666.9319990861275,2022-03-26,Store_B
350,Tablet,Gadgets,2,765.0542151320458,2022-12-26,Store_A
351,Tablet,Accessories,3,300.24396603983496,2022-04-15,Store_A
352,Tablet,Gadgets,9,861.4355235349518,2022-03-06,Store_A
353,Charger,Accessories,5,264.9274124792364,2022-11-05,Store_A
354,Headphones,Electronics,1,716.2400037917783,2022-02-06,Store_A
355,Tablet,Electronics,8,115.69865810312176,2022-09-04,Store_B
356,Mobile,Gadgets,9,934.0293506812857,2022-06-09,Store_B
357,Tablet,Accessories,5,288.5215469610403,2022-05-27,Store_A
358,Mobile,Gadgets,9,136.70072878379847,2022-02-24,Store_B
359,Laptop,Gadgets,6,134.3641784540427,2022-09-02,Store_A
360,Tablet,Electronics,2,792.4539161359395,2022-03-02,Store_C
361,Mobile,Accessories,2,784.8871598139957,2022-02-08,Store_B
362,Tablet,Accessories,8,676.1360077540727,2022-06-12,Store_A
363,Charger,Gadgets,9,978.1390702387891,2022-01-21,Store_A
364,Headphones,Electronics,4,971.7614673012681,2022-02-18,Store_B
365,Laptop,Accessories,9,728.2916606364728,2022-07-15,Store_A
366,Headphones,Accessories,5,842.4691575625454,2022-07-01,Store_B
367,Headphones,Gadgets,9,778.6094145833159,2022-03-20,Store_C
368,Charger,Electronics,8,86.46935401587592,2022-08-26,Store_B
369,Mobile,Accessories,7,635.067818069794,2022-03-12,Store_B
370,Laptop,Electronics,5,419.8004023830384,2022-05-10,Store_C
371,Headphones,Gadgets,2,494.27225025595703,2022-01-13,Store_C
372,Tablet,Gadgets,6,229.25135304606115,2022-07-10,Store_C
373,Mobile,Accessories,3,39.16775838776104,2022-03-05,Store_A
374,Laptop,Electronics,3,900.0117117045269,2022-08-04,Store_C
375,Headphones,Accessories,5,923.5646884830134,2022-01-13,Store_B
376,Headphones,Accessories,5,743.7800823597344,2022-06-21,Store_A
377,Mobile,Electronics,3,746.1737548006606,2022-01-14,Store_A
378,Tablet,Gadgets,6,835.5175114852806,2022-03-20,Store_C
379,Headphones,Electronics,3,318.7202139707848,2022-02-08,Store_C
380,Charger,Electronics,3,821.8820455274351,2022-11-18,Store_C
381,Charger,Accessories,6,679.8983614382801,2022-04-11,Store_A
382,Mobile,Gadgets,6,789.7149414747782,2022-05-11,Store_C
383,Laptop,Gadgets,4,855.0682224124864,2022-02-24,Store_C
384,Mobile,Accessories,6,891.3658835749233,2022-05-17,Store_C
385,Mobile,Accessories,1,30.891005207322316,2022-11-19,Store_C
386,Laptop,Gadgets,4,467.1984399654589,2022-11-24,Store_C
387,Laptop,Accessories,7,949.405789009626,2022-05-17,Store_A
388,Laptop,Electronics,1,581.1346250840948,2022-03-07,Store_A
389,Tablet,Electronics,3,718.816409012004,2022-10-03,Store_B
390,Headphones,Accessories,6,341.45304480681,2022-05-13,Store_B
391,Mobile,Electronics,7,101.83536550222354,2022-10-26,Store_B
392,Charger,Accessories,6,580.9156456258726,2022-06-05,Store_A
393,Laptop,Gadgets,8,433.3115998331473,2022-11-05,Store_C
394,Laptop,Accessories,8,34.840810748698956,2022-10-11,Store_C
395,Laptop,Gadgets,8,104.83039444258604,2022-09-02,Store_C
396,Headphones,Accessories,9,468.32799290173085,2022-06-08,Store_B
397,Charger,Accessories,2,504.2367453227774,2022-01-27,Store_A
398,Mobile,Electronics,1,501.71446678191126,2022-02-27,Store_B
399,Headphones,Electronics,9,302.1558425831119,2022-04-26,Store_B
400,Tablet,Electronics,3,568.6073036910329,2022-03-25,Store_B
401,Charger,Electronics,8,493.81224357851175,2022-03-21,Store_C
402,Charger,Accessories,6,255.91787434901988,2022-09-19,Store_C
403,Tablet,Electronics,3,634.4103760245398,2022-10-25,Store_C
404,Mobile,Accessories,9,766.035848722849,2022-08-11,Store_B
405,Charger,Accessories,7,69.60600463328834,2022-12-25,Store_B
406,Laptop,Gadgets,8,190.6741611194675,2022-03-04,Store_A
407,Mobile,Accessories,6,713.7261422366726,2022-04-14,Store_C
408,Headphones,Electronics,2,408.05649312171727,2022-07-01,Store_B
409,Tablet,Gadgets,6,589.6558751014365,2022-11-04,Store_A
